#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.25068  0.20273 -0.03918 -1.36902  0.006744  0.003896  0.002806     1.731
   1.27346  0.22551 -0.03940 -1.33491  0.007455  0.004298  0.002602     1.734
   1.29624  0.24829 -0.03960 -1.31323  0.007851  0.004586  0.002585     1.712
   1.31902  0.27107 -0.03960 -1.29094  0.008349  0.004904  0.002508     1.703
   1.34180  0.29385 -0.03950 -1.27228  0.008777  0.005193  0.002461     1.690
   1.36458  0.31663 -0.03930 -1.25630  0.009151  0.005458  0.002434     1.677
   1.38737  0.33941 -0.03890 -1.23982  0.009599  0.005747  0.002375     1.670
   1.41016  0.36219 -0.03827 -1.22306  0.010116  0.006060  0.002292     1.669
   1.43295  0.38497 -0.03736 -1.20330  0.010852  0.006451  0.002143     1.682
   1.45574  0.40774 -0.03645 -1.18754  0.011453  0.006789  0.002050     1.687
   1.47854  0.43052 -0.03554 -1.17363  0.012006  0.007108  0.001978     1.689
   1.50134  0.45330 -0.03462 -1.16089  0.012536  0.007417  0.001916     1.690
   1.52414  0.47608 -0.03371 -1.15091  0.012927  0.007673  0.001889     1.685
   1.54695  0.49886 -0.03250 -1.13666  0.013655  0.008050  0.001790     1.696
   1.56977  0.52164 -0.03120 -1.12286  0.014421  0.008439  0.001693     1.709
   1.59258  0.54442 -0.03000 -1.11359  0.014886  0.008718  0.001660     1.708
   1.61541  0.56720 -0.02840 -1.09795  0.015947  0.009204  0.001528     1.733
   1.63824  0.58998 -0.02690 -1.08717  0.016657  0.009564  0.001464     1.742
   1.66109  0.61276 -0.02510 -1.07348  0.017734  0.010044  0.001356     1.766
   1.68398  0.63554 -0.02290 -1.05708  0.019268  0.010661  0.001207     1.807
   1.70688  0.65831 -0.02050 -1.04189  0.020879  0.011280  0.001074     1.851
   1.72985  0.68109 -0.01750 -1.02304  0.023388  0.012121  0.000888     1.929
   1.75284  0.70387 -0.01440 -1.00723  0.025895  0.012903  0.000740     2.007
   1.77589  0.72665 -0.01093 -0.99142  0.029052  0.013767  0.000587     2.110
   1.79895  0.74943 -0.00729 -0.97770  0.032503  0.014597  0.000455     2.227
   1.82203  0.77221 -0.00364 -0.96640  0.036068  0.015348  0.000348     2.350
   1.84509  0.79499  0.00000 -0.95691  0.039927  0.016036  0.000257     2.490
   1.86804  0.81777  0.00273 -0.95044  0.042779  0.016540  0.000205     2.586
   1.89089  0.84055  0.00456 -0.94539  0.044954  0.016955  0.000174     2.651
   1.91369  0.86333  0.00547 -0.94123  0.046444  0.017310  0.000160     2.683
   1.93646  0.88610  0.00547 -0.93780  0.047054  0.017610  0.000162     2.672
   1.95924  0.90888  0.00547 -0.93397  0.048279  0.017953  0.000153     2.689
   1.98203  0.93166  0.00480 -0.93063  0.048862  0.018258  0.000157     2.676
   2.00484  0.95444  0.00364 -0.92730  0.049470  0.018568  0.000159     2.664
   2.02769  0.97722  0.00180 -0.92437  0.049565  0.018846  0.000171     2.630
   2.05054  1.00000  0.00000 -0.91943  0.052726  0.019326  0.000133     2.728
   2.05054  1.00010 -0.00002  0.91943  0.059512  0.020650  0.000000     2.882
   2.07386  1.02306 -0.00406  0.92169  0.048671  0.020417  0.000000     2.384
   2.10142  1.05029 -0.00830  0.92520  0.042997  0.020088  0.000000     2.140
   2.13401  1.08253 -0.01305  0.93101  0.038088  0.019587  0.000000     1.945
   2.17253  1.12068 -0.01848  0.93830  0.033921  0.019005  0.000000     1.785
   2.21809  1.16579 -0.02478  0.94642  0.030416  0.018406  0.000000     1.653
   2.27195  1.21915 -0.03215  0.95462  0.027520  0.017843  0.000000     1.542
   2.33563  1.28223 -0.04083  0.96232  0.025156  0.017349  0.000000     1.450
   2.41092  1.35681 -0.05113  0.96917  0.023234  0.016935  0.000000     1.372
   2.49993  1.44498 -0.06339  0.97504  0.021674  0.016596  0.000000     1.306
   2.60518  1.54920 -0.07803  0.97997  0.020403  0.016324  0.000000     1.250
   2.72962  1.67240 -0.09556  0.98403  0.019369  0.016108  0.000000     1.202
   2.87674  1.81801 -0.11659  0.98731  0.018531  0.015939  0.000000     1.163
   3.05068  1.99011 -0.14184  0.99146  0.017760  0.015729  0.000000     1.129
