#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   0.80704  0.20273  0.08860  1.24588  0.000500  0.000208  0.003387     2.401
   0.83007  0.17995  0.08520  1.22666  0.000507  0.000199  0.002817     2.548
   0.85321  0.15718  0.08109  1.22190  0.000365  0.000170  0.005736     2.150
   0.87663  0.13440  0.07563  1.14909  0.000555  0.000191  0.001543     2.901
   0.90006  0.11162  0.07016  1.17223  0.000329  0.000147  0.005666     2.237
   0.92398  0.08884  0.06287  1.08539  0.000334  0.000145  0.004895     2.296
   0.94819  0.06606  0.05467  1.04768  0.000359  0.000128  0.002522     2.796
   0.97308  0.04328  0.04465  0.98728  0.000173  0.000084  0.010429     2.072
   0.98370  0.03417  0.03918  0.85400  0.000289  0.000105  0.002696     2.754
   0.99433  0.02506  0.03371  0.84210  0.000166  0.000073  0.007859     2.264
   1.00600  0.01595  0.02642  0.66076  0.000155  0.000070  0.006922     2.215
   1.01889  0.00683  0.01731  0.43056  0.000131  0.000056  0.004761     2.334
   1.02748  0.00228  0.01002  0.11624  0.000072  0.000032  0.002569     2.230
   1.03776  0.00000  0.00000 -0.71105  0.000072  0.000032  0.015717     2.230
   1.04368  0.00228 -0.00547 -0.91631  0.000117  0.000047  0.009977     2.468
   1.05152  0.00683 -0.01185 -1.30702  0.000083  0.000040  0.028143     2.101
   1.06185  0.01595 -0.01670 -1.31641  0.001695  0.000049 -0.001510    34.747
   1.07155  0.02506 -0.02005 -1.30425  0.002592  0.000066 -0.001108    39.414
   1.08106  0.03417 -0.02278 -1.23902  0.002779  0.000228 -0.000318    12.161
   1.09032  0.04328 -0.02440 -1.24031  0.127537  0.000141 -0.000338   903.360
   1.11352  0.06606 -0.02880 -1.23662  1.730073  0.001987 -0.000034   870.713
   1.13651  0.08884 -0.03189 -1.23591  2.670737  0.003226 -0.000021   827.787
   1.15945  0.11162 -0.03462 -1.23525  3.471715  0.004873 -0.000014   712.389
   1.18228  0.13440 -0.03620 -1.23468  4.173993  0.006661 -0.000010   626.657
   1.20509  0.15718 -0.03736 -1.23400  4.742563  0.009135 -0.000007   519.167
   1.22789  0.17995 -0.03840 -1.23330  5.226291  0.011991 -0.000006   435.861
   1.25068  0.20273 -0.03918 -1.23256  5.669894  0.015281 -0.000004   371.030
   1.27346  0.22551 -0.03940 -1.23255  6.418037  0.015351 -0.000004   418.092
   1.29624  0.24829 -0.03960 -1.23358  9.534575  0.002304 -0.000029  4137.818
   1.31902  0.27107 -0.03960 -1.23366 20.643068  0.000694 -0.000098 29754.846
   1.34180  0.29385 -0.03950 -1.23361 42.926987  0.002042 -0.000033 21026.281
   1.36458  0.31663 -0.03930 -1.23363 71.750305  0.001216 -0.000056 58984.242
   1.38737  0.33941 -0.03890 -1.23361114.752777  0.002490 -0.000027 46083.273
   1.41016  0.36219 -0.03827 -1.23362176.491745  0.001541 -0.000044114512.109
   1.43295  0.38497 -0.03736 -1.23359242.239624  0.007447 -0.000009 32527.885
   1.45574  0.40774 -0.03645 -1.23361322.519592  0.001916 -0.000035168324.859
   1.47854  0.43052 -0.03554 -1.23360473.646851  0.002702 -0.000025175305.547
   1.50134  0.45330 -0.03462 -1.23360661.476685  0.002565 -0.000026257933.063
   1.52414  0.47608 -0.03371 -1.23360843.411621  0.005569 -0.000012151453.516
   1.54695  0.49886 -0.03250 -1.23360**********  0.002681 -0.000025409564.969
   1.56977  0.52164 -0.03120 -1.23358**********  0.074196 -0.000001 17877.803
   1.59258  0.54442 -0.03000 -1.23360**********  0.002989 -0.000023541160.000
   1.61541  0.56720 -0.02840 -1.23360**********  0.004083 -0.000017537048.375
   1.63824  0.58998 -0.02690 -1.23360**********  0.007341 -0.000009355492.219
   1.66109  0.61276 -0.02510 -1.23355**********  5.234960 -0.000000   424.726
   1.68398  0.63554 -0.02290 -1.23483**********  0.879556 -0.000000  3022.549
   1.70688  0.65831 -0.02050 -1.23485**********  0.006138 -0.000011480904.750
   1.72985  0.68109 -0.01750 -1.23485**********  0.004476 -0.000015801615.813
   1.75284  0.70387 -0.01440 -1.23485**********  0.041923 -0.000002 97359.500
   1.77589  0.72665 -0.01093 -1.23485**********  0.004096 -0.000017**********
   1.79895  0.74943 -0.00729 -1.23484**********  7.658685 -0.000000   649.754
   1.82203  0.77221 -0.00364 -1.23484**********  0.003444 -0.000020**********
   1.84509  0.79499  0.00000 -1.23484**********  0.005012 -0.000014**********
   1.86804  0.81777  0.00273 -1.23484**********  0.007488 -0.000009**********
   1.89089  0.84055  0.00456 -1.23484**********  0.006003 -0.000011**********
   1.91369  0.86333  0.00547 -1.23484**********  0.004776 -0.000014**********
   1.93646  0.88610  0.00547 -1.23484**********  0.007342 -0.000009**********
   1.95924  0.90888  0.00547 -1.23484**********  0.426484 -0.000000**********
   1.98203  0.93166  0.00480 -1.23482******************** -0.000000    97.154
   2.00484  0.95444  0.00364 -1.23482**********  0.026410 -0.000003**********
   2.02769  0.97722  0.00180 -1.23482**********  0.035766 -0.000002**********
   2.05054  1.00000  0.00000 -1.23482******************** -0.000000   169.699
   2.05054  1.00010 -0.00002  0.97937********************  0.000000   169.699
   2.07386  1.02308 -0.00392  0.96892********************  0.000000     4.415
   2.10142  1.05039 -0.00762  0.96784********************  0.000000     4.213
   2.13401  1.08275 -0.01147  0.96552********************  0.000000     3.902
   2.17253  1.12107 -0.01556  0.95755********************  0.000000     3.412
   2.21809  1.16641 -0.01995  0.94117********************  0.000000     2.367
   2.27195  1.22005 -0.02473  0.94854********************  0.000000     2.222
   2.33563  1.28352 -0.02994  0.93918********************  0.000000     2.420
   2.41092  1.35859 -0.03567  0.94827********************  0.000000     2.226
   2.49993  1.44738 -0.04199  0.97053********************  0.000000     7.260
   2.60518  1.55240 -0.04898  0.97321********************  0.000000     9.611
   2.72962  1.67659 -0.05675  0.97629********************  0.000000    13.606
   2.87674  1.82346 -0.06542  0.97927********************  0.000000    19.443
   3.05068  1.99713 -0.07513  0.98228********************  0.000000    28.646
