#    s        x        y     Ue/Vinf    Dstar     Theta      Cf       H
   1.79895  0.74943 -0.00729 -2.08743  0.000311  0.000144  0.014275     2.160
   1.82203  0.77221 -0.00364 -2.08248  0.000316  0.000146  0.014070     2.158
   1.84509  0.79499  0.00000 -2.07372  0.000323  0.000149  0.013874     2.165
   1.86804  0.81777  0.00273 -2.07022  0.000325  0.000151  0.013687     2.153
   1.89089  0.84055  0.00456 -2.06825  0.000329  0.000153  0.013508     2.151
   1.91369  0.86333  0.00547 -2.06762  0.000332  0.000155  0.013336     2.150
   1.93646  0.88610  0.00547 -2.07184  0.000333  0.000156  0.013171     2.141
   1.95924  0.90888  0.00547 -2.06907  0.000341  0.000158  0.013012     2.157
   1.98203  0.93166  0.00480 -2.07012  0.000343  0.000159  0.012859     2.150
   2.00484  0.95444  0.00364 -2.06978  0.000347  0.000161  0.012710     2.153
   2.02769  0.97722  0.00180 -2.07403  0.000348  0.000162  0.012566     2.144
   2.05054  1.00000  0.00000 -2.06795  0.000359  0.000166  0.012427     2.166
   2.05054  1.00010 -0.00002  0.84228  0.003674  0.001983  0.000000     1.853
   2.07386  1.02307 -0.00401  0.89470  0.002270  0.001592  0.000000     1.426
   2.10142  1.05033 -0.00805  0.91805  0.001851  0.001460  0.000000     1.267
   2.13401  1.08262 -0.01246  0.93435  0.001621  0.001380  0.000000     1.175
   2.17253  1.12083 -0.01738  0.94655  0.001481  0.001325  0.000000     1.118
   2.21809  1.16604 -0.02297  0.95623  0.001388  0.001284  0.000000     1.082
   2.27195  1.21952 -0.02936  0.96417  0.001324  0.001251  0.000000     1.058
   2.33563  1.28277 -0.03675  0.97076  0.001279  0.001226  0.000000     1.043
   2.41092  1.35757 -0.04533  0.97626  0.001245  0.001205  0.000000     1.033
   2.49993  1.44602 -0.05536  0.98086  0.001219  0.001188  0.000000     1.027
   2.60518  1.55060 -0.06714  0.98469  0.001200  0.001174  0.000000     1.022
   2.72962  1.67426 -0.08102  0.98785  0.001184  0.001163  0.000000     1.019
   2.87674  1.82047 -0.09742  0.99043  0.001172  0.001153  0.000000     1.016
   3.05068  1.99333 -0.11686  0.99262  0.001163  0.001146  0.000000     1.015
