name: fx84w175
Re: 1.000000e+06
Ncrit: 9
AoA_eps: 6.750000
CL_eps: 1.185000
CD_eps: 8.770000e-03
AoA_lift: 19.250000
CL_lift: 1.481100
CD_lift: 9.610000e-02
 alpha	CL	CD	Cm
-1.750000	0.295400	0.007490	-0.102600
-1.500000	0.322200	0.007250	-0.102700
-1.250000	0.349900	0.006980	-0.102900
-1.000000	0.377800	0.006800	-0.103100
-0.750000	0.405900	0.006710	-0.103200
-0.500000	0.433700	0.006690	-0.103300
-0.250000	0.462400	0.006660	-0.103500
0.000000	0.491000	0.006640	-0.103700
0.250000	0.519400	0.006650	-0.103900
0.500000	0.547400	0.006710	-0.104000
0.750000	0.576000	0.006740	-0.104200
1.000000	0.604500	0.006750	-0.104400
1.250000	0.632700	0.006800	-0.104500
1.500000	0.660100	0.006890	-0.104500
1.750000	0.688500	0.006920	-0.104700
2.000000	0.716600	0.006970	-0.104800
2.250000	0.743800	0.007030	-0.104700
2.500000	0.770800	0.007160	-0.104700
2.750000	0.798400	0.007180	-0.104700
3.000000	0.826000	0.007250	-0.104700
3.250000	0.852600	0.007340	-0.104600
3.500000	0.879100	0.007430	-0.104500
3.750000	0.906700	0.007490	-0.104600
4.000000	0.932900	0.007570	-0.104400
4.250000	0.957700	0.007710	-0.103900
4.500000	0.984900	0.007780	-0.104000
4.750000	1.010100	0.007850	-0.103600
5.000000	1.033600	0.008000	-0.102900
5.250000	1.059400	0.008080	-0.102700
5.500000	1.082900	0.008180	-0.102000
5.750000	1.104900	0.008350	-0.101000
6.000000	1.128300	0.008420	-0.100300
6.250000	1.150200	0.008550	-0.099300
6.500000	1.166200	0.008710	-0.097200
6.750000	1.185000	0.008770	-0.095500
7.000000	1.197900	0.008910	-0.092700
7.250000	1.219000	0.009100	-0.091700
7.500000	1.247300	0.009280	-0.092400
7.750000	1.264600	0.009600	-0.091000
8.000000	1.282100	0.009930	-0.089600
8.250000	1.299200	0.010280	-0.088100
8.500000	1.313200	0.010730	-0.086200
8.750000	1.331200	0.011090	-0.085000
9.000000	1.345600	0.011580	-0.083300
9.250000	1.359100	0.012120	-0.081500
9.500000	1.373700	0.012650	-0.079900
9.750000	1.384700	0.013340	-0.077800
10.000000	1.395100	0.014090	-0.075800
10.250000	1.404100	0.014940	-0.073600
10.500000	1.411700	0.015890	-0.071400
10.750000	1.417800	0.016950	-0.069100
11.000000	1.423200	0.018110	-0.066800
11.250000	1.427700	0.019350	-0.064500
11.500000	1.430600	0.020730	-0.062100
11.750000	1.431900	0.022280	-0.059800
12.000000	1.433200	0.023900	-0.057600
12.250000	1.435800	0.025500	-0.055600
12.500000	1.437000	0.027270	-0.053600
12.750000	1.437700	0.029140	-0.051800
13.000000	1.437300	0.031170	-0.050000
13.250000	1.437200	0.033240	-0.048400
13.500000	1.437100	0.035400	-0.046800
13.750000	1.436600	0.037670	-0.045500
14.000000	1.436500	0.039960	-0.044200
14.250000	1.437400	0.042240	-0.043200
14.500000	1.439500	0.044470	-0.042300
14.750000	1.442500	0.046680	-0.041500
15.000000	1.443700	0.049130	-0.040800
15.250000	1.446800	0.051440	-0.040300
15.500000	1.450500	0.053720	-0.039800
15.750000	1.452200	0.056270	-0.039400
16.000000	1.456600	0.058570	-0.039100
16.250000	1.457700	0.061300	-0.038900
16.500000	1.462500	0.063630	-0.038800
16.750000	1.464000	0.066400	-0.038700
17.000000	1.467600	0.068970	-0.038700
17.250000	1.470000	0.071720	-0.038800
17.500000	1.470500	0.074740	-0.039000
17.750000	1.474500	0.077350	-0.039300
18.000000	1.475500	0.080400	-0.039600
18.250000	1.476100	0.083540	-0.040000
18.500000	1.479100	0.086420	-0.040500
18.750000	1.480400	0.089520	-0.041100
19.000000	1.477800	0.093200	-0.041800
19.250000	1.481100	0.096100	-0.042500
